Trt;Cq;delta_cq;DNA_copy;DNA_log10;rep_bio;ID;conservation_t;qPCR_mix;Date_stdcurve;Site
FI;35.62;;25748.29999;4.41074856039334;1;FI4;30;GMM;19/10/2020;
QNC2;No Cq;;1;0;;neg2_q;30;GMM;19/10/2020;
FI;33.85;;56296.29923;4.75047984641767;2;FI5;30;GMM;19/10/2020;
SP;37.76;;10000;4;3;SM6;30;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_SM30;30;GMM;25/11/2020;
SI;35.52;;26911.77966;4.42994241834947;1;SI4;30;GMM;19/10/2020;
BO;37.13;;13210.56235;4.12092130514698;1;BO4;30;GMM;19/10/2020;
ET;35.73;;24526.48527;4.38963531676691;3;ET6;30;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_ET30;30;GMM;25/11/2020;
SNC2;No Cq;;1;0;NA;neg2_SI30;30;GMM;25/11/2020;
ENC2;No Cq;;1;0;NA;neg2_E3;30;GMM;19/10/2020;
SI;36.34;;18730.64717;4.27255278311492;2;SI5;30;GMM;19/10/2020;
BO;36.79;;15352.54653;4.18618042230183;2;BO5;30;GMM;19/10/2020;
ET;34.63;;39881.15747;4.60076775434221;2;ET5;30;GMM;19/10/2020;
SI;36.39;;18321.28178;4.26295585418488;2;SI5;30;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_FI30;30;GMM;25/11/2020;
SNC2;No Cq;;1;0;NA;neg2_SM30;30;EMM;05/10/2020;
BO;31.16;;49216.63978;4.69211195932981;3;BO6;30;EMM;05/10/2020;
SNC2;No Cq;;1;0;NA;neg2_BO30;30;EMM;05/10/2020;
FI;27.99;;315302.7331;5.4987277353058;3;FI6;30;EMM;05/10/2020;
SI;30.12;;90519.67845;4.95674300255579;3;SI6;30;EMM;05/10/2020;
BO;31.35;;44031.74563;4.64376590332118;2;BO5;30;EMM;05/10/2020;
SP;32.14;;27717.11933;4.44274809159291;1;SM4;30;EMM;05/10/2020;
SI;30.16;;88422.92671;4.94656488551859;3;SI6;30;EMM;05/10/2020;
SP;32.06;;29047.20339;4.46310432568482;2;SM5;30;EMM;05/10/2020;
SNC2;No Cq;;1;0;NA;neg2_FI30;30;EMM;05/10/2020;
SNC2;No Cq;;1;0;NA;neg2_SI30;30;EMM;05/10/2020;
SP;31.83;;33237.51136;4.52162849877391;3;SM6;30;EMM;05/10/2020;
SNC2;No Cq;;1;0;NA;neg2_ET30;30;EMM;05/10/2020;
SP;31.9;;31901.91796;4.50381679385358;2;SM5;30;EMM;05/10/2020;
SI;30.3;;81459.45044;4.9109414758251;3;SI6;30;EMM;05/10/2020;
SI;29.85;;106034.0361;5.02544529279079;1;SI4;30;EMM;05/10/2020;
ET;29.29;;147210.5486;5.16793893116066;3;ET6;30;EMM;05/10/2020;
FI;27.86;;340256.6452;5.53180661571375;2;FI5;30;EMM;05/10/2020;
ENC2;No Cq;;1;0;NA;neg2_E3;0;EMM;05/10/2020;
ET;28.96;;178611.0802;5.25190839699629;1;ET4;30;EMM;05/10/2020;
FNC2;No Cq;;1;0;NA;neg2_F3;0;EMM;05/10/2020;
SNC2;No Cq;;1;0;NA;neg2_FI30;30;EMM;05/10/2020;
FI;32.07;;28877.51356;4.46055979645788;2;FI5;30;EMM;05/10/2020;
NEG2F;No Cq;;1;0;NA;neg2_F3;0;EMM;05/10/2020;
BO;30.23;;84869.80038;4.92875318068536;2;BO5;30;EMM;05/10/2020;
ET;29.04;;170432.4012;5.23155216275866;1;ET4;30;EMM;05/10/2020;
ET;29.26;;149820.9405;5.17557251902439;2;ET5;30;EMM;05/10/2020;
FI;29.35;;142125.4182;5.15267175559683;1;FI4;30;EMM;05/10/2020;
BO;30.33;;80040.14893;4.90330788805284;3;BO6;30;EMM;05/10/2020;
ET;29.27;;148945.7069;5.17302798995113;3;ET6;30;EMM;05/10/2020;
ENC2;No Cq;;1;0;NA;neg2_E3;0;EMM;05/10/2020;
SNC2;No Cq;;1;0;NA;neg2_SI30;30;EMM;05/10/2020;
SNC2;No Cq;;1;0;NA;neg2_BO30;30;EMM;05/10/2020;
FI;26.87;;607736.0695;5.78371501275006;3;FI6;30;EMM;05/10/2020;
SI;29.87;;104798.7817;5.02035623394501;2;SI5;30;EMM;05/10/2020;
BO;30.8;;60773.60695;4.78371501275006;1;BO4;30;EMM;05/10/2020;
SNC2;No Cq;;1;0;NA;neg2_ET30;30;EMM;05/10/2020;
ET;29.37;;140469.7137;5.14758269726013;2;ET5;30;EMM;05/10/2020;
SP;31.78;;34225.60588;4.53435114498752;2;SM5;30;EMM;05/10/2020;
BO;30.72;;63689.9997;4.80407124684;1;BO4;30;EMM;05/10/2020;
FI;27.14;;518815.2374;5.71501272265792;3;FI6;30;EMM;05/10/2020;
ET;28.92;;182846.4421;5.26208651407866;1;ET4;30;EMM;05/10/2020;
SP;31.84;;33043.34231;4.51908396944059;1;SM4;30;EMM;05/10/2020;
SNC2;No Cq;;1;0;NA;neg2_SM30;30;EMM;05/10/2020;
SI;29.69;;116454.8984;5.0661577608256;1;SI4;30;EMM;05/10/2020;
BO;30.39;;77275.30226;4.88804071246835;3;BO6;30;EMM;05/10/2020;
SNC2;No Cq;;1;0;NA;neg2_BO30;30;EMM;05/10/2020;
FI;29.28;;148075.5862;5.1704834605966;1;FI4;30;EMM;05/10/2020;
SP;31.76;;34629.02019;4.53944020358826;1;SM4;30;EMM;05/10/2020;
SP;30.87;;58331.52195;4.76590330792091;3;SM6;30;EMM;05/10/2020;
NEGF;No Cq;;1;0;NA;neg2_F3;0;EMM;05/10/2020;
FI;29.85;;106034.0361;5.02544529279079;1;FI4;30;EMM;05/10/2020;
QNC2;No Cq;;1;0;;neg2_q;0;EMM;05/10/2020;
FI;28.18;;282086.0954;5.45038167942059;2;FI5;30;EMM;05/10/2020;
SP;31.05;;52493.04684;4.7201017811392;3;SM6;30;EMM;05/10/2020;
SNC2;No Cq;;1;0;NA;neg2_SM30;30;EMM;05/10/2020;
SI;29.32;;144645.6387;5.16030534350022;1;SI4;30;EMM;05/10/2020;
BO;30.32;;80510.48026;4.90585241729746;1;BO4;30;EMM;05/10/2020;
ET;28.86;;189388.5372;5.27735368965438;3;ET6;30;EMM;05/10/2020;
SNC2;No Cq;;1;0;NA;neg2_ET30;30;EMM;05/10/2020;
SNC2;No Cq;;1;0;NA;neg2_SI30;30;EMM;05/10/2020;
ENC2;No Cq;;1;0;NA;neg2_E3;0;EMM;05/10/2020;
SI;29.67;;117827.5424;5.07124681943425;2;SI5;30;EMM;05/10/2020;
BO;30.4;;76823.8704;4.88549618321213;2;BO5;30;EMM;05/10/2020;
ET;28.92;;182846.4421;5.26208651407866;2;ET5;30;EMM;05/10/2020;
SI;29.24;;151586.8672;5.18066157761775;2;SI5;30;EMM;05/10/2020;
SNC2;No Cq;;1;0;NA;neg2_FI30;30;EMM;05/10/2020;
BO;25.19;;204410.0682;5.31050228312616;2;BO5;30;PAM;09/11/2020;
BO;25.21;;202272.1418;5.30593607310373;3;BO6;30;PAM;09/11/2020;
ET;24.15;;353138.6118;5.54794520545575;1;ET4;30;PAM;09/11/2020;
FI;22.26;;953788.4408;5.9794520548066;3;FI6;30;PAM;09/11/2020;
SI;24.95;;231897.8935;5.36529680363807;3;SI6;30;PAM;09/11/2020;
BO;25.65;;160501.6318;5.20547945218097;2;BO5;30;PAM;09/11/2020;
SP;26.88;;84073.19155;4.92465753422869;2;SM5;30;PAM;09/11/2020;
FI;22.16;;1005270.886;6.00228310498342;3;FI6;30;PAM;09/11/2020;
SI;24.57;;283174.9252;5.45205479446476;3;SI6;30;PAM;09/11/2020;
SP;26.24;;117699.9439;5.07077625584321;3;SM6;30;PAM;09/11/2020;
SP;26.85;;85409.63174;4.93150684932674;1;SM4;30;PAM;09/11/2020;
SP;26.74;;90494.25407;4.95662100456527;2;SM5;30;PAM;09/11/2020;
SI;24.72;;261702.7096;5.4178082192323;3;SI6;30;PAM;09/11/2020;
FI;22.97;;656676.6866;5.81735159819608;2;FI5;30;PAM;09/11/2020;
SP;26.58;;98435.25823;4.99315068493583;1;SM4;30;PAM;09/11/2020;
ET;24.28;;329810.7751;5.51826484018063;1;ET4;30;PAM;09/11/2020;
FNC2;No Cq;;1;0;NA;neg2_F3;0;PAM;09/11/2020;
SI;24.64;;272943.6905;5.43607305939411;1;SI4;30;PAM;09/11/2020;
FI;22.91;;677719.8847;5.83105022828248;2;FI5;30;PAM;09/11/2020;
ET;23.92;;398525.964;5.6004566209758;1;ET4;30;PAM;09/11/2020;
ET;24.18;;347612.9045;5.54109589047259;2;ET5;30;PAM;09/11/2020;
FI;24.56;;284667.508;5.45433789952631;1;FI4;30;PAM;09/11/2020;
BO;25.33;;189906.0553;5.27853881276993;3;BO6;30;PAM;09/11/2020;
ET;24.05;;372199.9031;5.57077625572881;3;ET6;30;PAM;09/11/2020;
ENC2;No Cq;;1;0;NA;neg2_E3;0;PAM;09/11/2020;
BO;26.03;;131438.1571;5.11872146120826;1;BO4;30;PAM;09/11/2020;
SI;24.9;;238074.1973;5.37671232872087;2;SI5;30;PAM;09/11/2020;
BO;25.66;;159660.0816;5.20319634689683;1;BO4;30;PAM;09/11/2020;
FNC2;No Cq;;1;0;NA;neg2_F3;0;PAM;09/11/2020;
ET;24.11;;360643.0984;5.55707762554459;2;ET5;30;PAM;09/11/2020;
SP;26.75;;90019.77012;4.95433789956288;2;SM5;30;PAM;09/11/2020;
BO;25.92;;139262.9583;5.14383561645869;1;BO4;30;PAM;09/11/2020;
FI;22.49;;845163.3177;5.92694063927215;3;FI6;30;PAM;09/11/2020;
ENC2;No Cq;;1;0;NA;neg2_E3;0;PAM;09/11/2020;
SI;24.84;;245703.2827;5.3904109588772;1;SI4;30;PAM;09/11/2020;
ET;24.15;;353138.6118;5.54794520545575;3;ET6;30;PAM;09/11/2020;
FNC2;No Cq;;1;0;NA;neg2_F3;0;PAM;09/11/2020;
FI;24.54;;287676.3167;5.45890410954456;1;FI4;30;PAM;09/11/2020;
SP;26.89;;83632.37483;4.9223744292124;1;SM4;30;PAM;09/11/2020;
SP;26.07;;128703.1099;5.10958904104651;3;SM6;30;PAM;09/11/2020;
FI;24.61;;277282.4447;5.44292237440562;1;FI4;30;PAM;09/11/2020;
QNC2;No Cq;;1;0;NA;neg2_q;0;PAM;09/11/2020;
FI;23.36;;534946.6871;5.72831050229789;2;FI5;30;PAM;09/11/2020;
SP;26.4;;108204.8121;5.03424657520683;3;SM6;30;PAM;09/11/2020;
SI;24.84;;245703.2827;5.3904109588772;2;SI5;30;PAM;09/11/2020;
SI;24.61;;277282.4447;5.44292237440562;1;SI4;30;PAM;09/11/2020;
BO;25.76;;151483.4881;5.18036529674679;3;BO6;30;PAM;09/11/2020;
ET;24.15;;353138.6118;5.54794520545575;3;ET6;30;PAM;09/11/2020;
ENC2;No Cq;;1;0;NA;neg2_E3;0;PAM;09/11/2020;
SI;24.95;;231897.8935;5.36529680363807;2;SI5;30;PAM;09/11/2020;
BO;25.9;;140734.9057;5.14840182645249;2;BO5;30;PAM;09/11/2020;
ET;24.17;;349445.1325;5.54337899546627;2;ET5;30;PAM;09/11/2020;
BO;25.85;;752856.7157;5.87671232878761;2;BO5;30;TPM;09/11/2020;
BO;25.82;;764824.24;5.88356164382272;3;BO6;30;TPM;09/11/2020;
ET;24.75;;1342313.263;6.12785388134405;1;ET4;30;TPM;09/11/2020;
FI;22.69;;3964363.93;6.59817351602916;3;FI6;30;TPM;09/11/2020;
SI;25.47;;919327.6444;5.96347031965099;3;SI6;30;TPM;09/11/2020;
BO;25.96;;710555.775;5.85159817350068;2;BO5;30;TPM;09/11/2020;
SP;27.2;;370248.3661;5.56849315066301;2;SM5;30;TPM;09/11/2020;
FI;22.76;;3821129.715;6.58219178083223;3;FI6;30;TPM;09/11/2020;
SI;25.26;;1026633.721;6.01141552507544;3;SI6;30;TPM;09/11/2020;
SP;26.59;;510225.9666;5.70776255710429;3;SM6;30;TPM;09/11/2020;
SP;27.42;;329810.7751;5.51826484018063;1;SM4;30;TPM;09/11/2020;
SP;27.22;;366375.9357;5.5639269406074;2;SM5;30;TPM;09/11/2020;
SI;25.28;;1015896.151;6.00684931488414;3;SI6;30;TPM;09/11/2020;
FI;23.05;;3280814.949;6.51598173514233;2;FI5;30;TPM;09/11/2020;
SP;26.59;;510225.9666;5.70776255710429;1;SM4;30;TPM;09/11/2020;
ET;24.48;;1547026.371;6.18949771685526;1;ET4;30;TPM;09/11/2020;
FNC2;No Cq;;1;0;NA;neg2_F3;0;TPM;09/11/2020;
SI;24.95;;1208347.313;6.08219178067588;1;SI4;30;TPM;09/11/2020;
FI;23.11;;3178945.666;6.5022831050906;2;FI5;30;TPM;09/11/2020;
ET;24.26;;1736704.891;6.23972602737124;1;ET4;30;TPM;09/11/2020;
ET;24.28;;1718540.682;6.23515981739206;2;ET5;30;TPM;09/11/2020;
FI;24.69;;1385327.679;6.14155251155905;1;FI4;30;TPM;09/11/2020;
BO;25.81;;768855.5415;5.88584474887445;3;BO6;30;TPM;09/11/2020;
ET;24.37;;1639124.237;6.2146118720566;3;ET6;30;TPM;09/11/2020;
ENC2;No Cq;;1;0;NA;neg2_E3;0;TPM;09/11/2020;
BO;26.1;;660137.9546;5.81963470320981;1;BO4;30;TPM;09/11/2020;
SI;24.8;;1307489.94;6.11643835603316;2;SI5;30;TPM;09/11/2020;
BO;26.24;;613297.5544;5.78767123288788;1;BO4;30;TPM;09/11/2020;
FNC2;No Cq;;1;0;NA;neg2_F3;0;TPM;09/11/2020;
ET;24.58;;1467799.268;6.16666666677849;2;ET5;30;TPM;09/11/2020;
SP;26.97;;417834.7598;5.62100456623643;2;SM5;30;TPM;09/11/2020;
BO;26.71;;479032.8504;5.68036529683472;1;BO4;30;TPM;09/11/2020;
FI;22.72;;3902331.871;6.59132420089016;3;FI6;30;TPM;09/11/2020;
ENC2;No Cq;;1;0;NA;neg2_E3;0;TPM;09/11/2020;
SI;25.23;;1042953.246;6.01826484010503;1;SI4;30;TPM;09/11/2020;
ET;24.32;;1682780.215;6.22602739723203;3;ET6;30;TPM;09/11/2020;
FNC2;No Cq;;1;0;NA;neg2_F3;0;TPM;09/11/2020;
FI;24.45;;1571618.137;6.19634703207256;1;FI4;30;TPM;09/11/2020;
SP;27.19;;372199.9031;5.57077625572881;1;SM4;30;TPM;09/11/2020;
SP;26.5;;534946.6871;5.72831050229789;3;SM6;30;TPM;09/11/2020;
FI;24.39;;1621980.625;6.21004566214034;1;FI4;30;TPM;09/11/2020;
QNC2;No Cq;;1;0;NA;neg2_q;0;TPM;09/11/2020;
FI;23.05;;3280814.949;6.51598173514233;2;FI5;30;TPM;09/11/2020;
SP;26.52;;529351.6757;5.72374429220759;3;SM6;30;TPM;09/11/2020;
SI;24.91;;1234025.69;6.09132420095258;2;SI5;30;TPM;09/11/2020;
SI;24.83;;1287031.099;6.10958904104651;1;SI4;30;TPM;09/11/2020;
BO;25.82;;764824.24;5.88356164382272;3;BO6;30;TPM;09/11/2020;
ET;24.41;;1605016.318;6.20547945218097;3;ET6;30;TPM;09/11/2020;
ENC2;No Cq;;1;0;NA;neg2_E3;0;TPM;09/11/2020;
SI;24.94;;1214716.374;6.08447488568246;2;SI5;30;TPM;09/11/2020;
BO;25.87;;744982.5817;5.87214611870801;2;BO5;30;TPM;09/11/2020;
ET;24.34;;1665180.004;6.22146118710268;2;ET5;30;TPM;09/11/2020;
BO;28.21;;669878.1421;5.82599580713843;2;BO5;30;TFM;09/11/2020;
BO;28.43;;602385.09;5.77987421383862;3;BO6;30;TFM;09/11/2020;
ET;26.56;;1485620.066;6.17190775670791;1;ET4;30;TFM;09/11/2020;
FI;24.76;;3542144.283;6.5492662474341;3;FI6;30;TFM;09/11/2020;
SI;27.48;;952874.3563;5.97903563939705;3;SI6;30;TFM;09/11/2020;
BO;28.34;;629132.5255;5.79874213834035;2;BO5;30;TFM;09/11/2020;
SP;29.68;;329472.906;5.51781970646115;2;SM5;30;TFM;09/11/2020;
FI;24.96;;3216159.111;6.50733752618337;3;FI6;30;TFM;09/11/2020;
SI;28.24;;660247.0949;5.81970649897904;3;SI6;30;TFM;09/11/2020;
SP;29.35;;386368.8421;5.58700209639345;3;SM6;30;TFM;09/11/2020;
SP;30.06;;274255.3677;5.43815513630027;1;SM4;30;TFM;09/11/2020;
SP;29.42;;373531.3385;5.57232704408093;2;SM5;30;TFM;09/11/2020;
SI;27.94;;763131.8519;5.88259958068814;3;SI6;30;TFM;09/11/2020;
FI;26.02;;1928036.734;6.2851153040593;2;FI5;30;TFM;09/11/2020;
SP;30.49;;222847.8178;5.34800838568691;1;SM4;30;TFM;09/11/2020;
ET;27.27;;1054534.51;6.02306079674249;1;ET4;30;TFM;09/11/2020;
FNC2;No Cq;;1;0;NA;neg2_F3;0;TFM;09/11/2020;
SI;28;;741346.0269;5.87002096438473;1;SI4;30;TFM;09/11/2020;
FI;25.3;;2729346.662;6.43605870013753;2;FI5;30;TFM;09/11/2020;
ET;26.89;;1266850.499;6.10272536682485;1;ET4;30;TFM;09/11/2020;
ET;27.66;;873574.1823;5.94129979036715;2;ET5;30;TFM;09/11/2020;
FI;27.65;;877801.3136;5.94339622641646;1;FI4;30;TFM;09/11/2020;
BO;28.81;;501429.2263;5.70020964364474;3;BO6;30;TFM;09/11/2020;
ET;27.3;;1039373.138;6.01677148854118;3;ET6;30;TFM;09/11/2020;
ENC2;No Cq;;1;0;NA;neg2_E3;0;TFM;09/11/2020;
BO;29.18;;419412.6348;5.62264150944184;1;BO4;30;TFM;09/11/2020;
SI;27.68;;865180.89;5.93710691823445;2;SI5;30;TFM;09/11/2020;
BO;29.03;;450908.1139;5.65408805032163;1;BO4;30;TFM;09/11/2020;
FNC2;No Cq;;1;0;NA;neg2_F3;0;TFM;09/11/2020;
ET;27.36;;1009701.199;6.00419287197604;2;ET5;30;TFM;09/11/2020;
SP;29.96;;287819.0245;5.45911949690532;2;SM5;30;TFM;09/11/2020;
BO;29.68;;329472.906;5.51781970646115;1;BO4;30;TFM;09/11/2020;
FI;25.2;;2864330.06;6.45702306076486;3;FI6;30;TFM;09/11/2020;
ENC2;No Cq;;1;0;NA;neg2_E3;0;TFM;09/11/2020;
SI;27.76;;832406.4366;5.92033542974364;1;SI4;30;TFM;09/11/2020;
ET;27.35;;1014587.035;6.00628930834218;3;ET6;30;TFM;09/11/2020;
FNC2;No Cq;;1;0;NA;neg2_F3;0;TFM;09/11/2020;
FI;27.46;;962118.3804;5.98322851152997;1;FI4;30;TFM;09/11/2020;
SP;30.21;;255098.9056;5.40670859544672;1;SM4;30;TFM;09/11/2020;
SP;29.24;;407439.2775;5.61006289304727;3;SM6;30;TFM;09/11/2020;
FI;27.27;;1054534.51;6.02306079674249;1;FI4;30;TFM;09/11/2020;
QNC2;No Cq;;1;0;NA;neg2_q;0;TFM;09/11/2020;
FI;25.33;;2690105.993;6.429769391998;2;FI5;30;TFM;09/11/2020;
SP;29.31;;393901.6869;5.59538784069691;3;SM6;30;TFM;09/11/2020;
SI;27.39;;995184.4099;5.99790356394297;2;SI5;30;TFM;09/11/2020;
SI;27.56;;916777.9324;5.96226415092321;1;SI4;30;TFM;09/11/2020;
BO;28.08;;713262.6387;5.85324947590435;3;BO6;30;TFM;09/11/2020;
ET;26.63;;1436258.806;6.15723270445386;3;ET6;30;TFM;09/11/2020;
ENC2;No Cq;;1;0;NA;neg2_E3;0;TFM;09/11/2020;
SI;27.32;;1029386.851;6.01257861643541;2;SI5;30;TFM;09/11/2020;
BO;28.4;;611172.1022;5.78616352204487;2;BO5;30;TFM;09/11/2020;
ET;26.84;;1297799.335;6.11320754728775;2;ET5;30;TFM;09/11/2020;
BO;28.79;;524529.2046;5.71976967373745;3;BO9;90;GMM;19/10/2020;
SP;30.66;;229532.6812;5.36084452976149;1;SM7;90;GMM;19/10/2020;
SI;29.16;;445402.2425;5.64875239927845;2;SI8;90;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_SI90;90;GMM;25/11/2020;
BO;29.1;;457371.0944;5.66026871396715;2;BO8;90;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_SM90;90;GMM;25/11/2020;
ET;27.75;;830588.2759;5.91938579656934;3;ET9;90;GMM;19/10/2020;
ENC2;No Cq;;1;0;NA;neg2_E4;90;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_SI90;90;GMM;25/11/2020;
FI;29.66;;357094.4574;5.55278310939391;3;FI9;90;GMM;19/10/2020;
SI;30.4;;257482.9999;5.41074856039334;3;SI9;90;GMM;19/10/2020;
FI;28.96;;486564.1591;5.68714011512014;1;FI7;90;GMM;19/10/2020;
FNC2;No Cq;;1;0;NA;neg2_F4;90;GMM;19/10/2020;
SP;31.56;;154205.4802;5.18809980807504;3;SM9;90;GMM;19/10/2020;
FI;29.65;;358676.1465;5.55470249519314;3;FI9;90;GMM;19/10/2020;
SI;28.75;;533884.3826;5.72744721688742;1;SI7;90;GMM;19/10/2020;
ENC2;No Cq;;1;0;NA;neg2_E4;90;GMM;19/10/2020;
SP;31.28;;174518.9576;5.2418426102859;1;SM7;90;GMM;19/10/2020;
SI;29.49;;384957.396;5.58541266793465;2;SI8;90;GMM;19/10/2020;
ET;28.99;;480155.5551;5.68138195774489;2;ET8;90;GMM;19/10/2020;
ET;28.97;;484418.5098;5.6852207293315;2;ET8;90;GMM;19/10/2020;
SI;28.8;;522216.1371;5.71785028791052;1;SI7;90;GMM;19/10/2020;
SI;30.5;;246351.2116;5.39155470255532;3;SI9;90;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_BO90;90;GMM;25/11/2020;
ET;28.77;;529186.1209;5.72360844531216;1;ET7;90;GMM;19/10/2020;
QNC2;No Cq;;1;0;;neg2_q;90;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_FI90;90;GMM;25/11/2020;
FI;28.57;;578090.9376;5.76199616124302;2;FI8;90;GMM;19/10/2020;
BO;28.63;;562962.9923;5.75047984641767;1;BO7;90;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_FI90;90;GMM;25/11/2020;
SP;31.62;;150170.1081;5.17658349339263;3;SM9;90;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_SM90;90;GMM;25/11/2020;
SNC2;No Cq;;1;0;NA;neg2_FI90;90;GMM;25/11/2020;
ENC2;No Cq;;1;0;NA;neg2_E4;90;GMM;19/10/2020;
BO;28.73;;538624.3568;5.73128598848259;3;BO9;90;GMM;19/10/2020;
SP;30.85;;211045.5502;5.32437619968418;1;SM7;90;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_ET90;90;GMM;25/11/2020;
SP;31.81;;138075.0354;5.14011516324116;2;SM8;90;GMM;19/10/2020;
FI;29.11;;455354.1806;5.65834932818138;2;FI8;90;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_SI90;90;GMM;25/11/2020;
ET;28.15;;696001.803;5.84261036465645;3;ET9;90;GMM;19/10/2020;
FI;28.6;;570476.8217;5.75623800385979;1;FI7;90;GMM;19/10/2020;
FNC2;No Cq;;1;0;NA;neg2_F4;90;GMM;19/10/2020;
FI;29.34;;411342.3784;5.61420345484633;3;FI9;90;GMM;19/10/2020;
BO;28.14;;699084.6245;5.8445297504651;1;BO7;90;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_BO90;90;GMM;25/11/2020;
FI;28.92;;495242.2162;5.69481765838938;1;FI7;90;GMM;19/10/2020;
ET;29.37;;405924.5309;5.60844529746803;2;ET8;90;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_BO90;90;GMM;25/11/2020;
FNC2;No Cq;;1;0;NA;neg2_F4;90;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_SM90;90;GMM;25/11/2020;
ET;28.54;;585806.6786;5.76775431863031;1;ET7;90;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_ET90;90;GMM;25/11/2020;
SI;30.69;;226509.4744;5.35508637232494;3;SI9;90;GMM;19/10/2020;
SP;30.97;;200144.4585;5.30134357007846;2;SM8;90;GMM;19/10/2020;
BO;28.92;;495242.2162;5.69481765838938;2;BO8;90;GMM;19/10/2020;
ET;28.13;;702181.1008;5.84644913625333;3;ET9;90;GMM;19/10/2020;
FI;28.17;;689876.884;5.83877159309932;2;FI8;90;GMM;19/10/2020;
BO;28.96;;486564.1591;5.68714011512014;2;BO8;90;GMM;19/10/2020;
SI;29;;478038.1665;5.67946257200675;2;SI8;90;GMM;19/10/2020;
BO;28.83;;515337.9559;5.71209213048915;3;BO9;90;GMM;19/10/2020;
SP;30.63;;232596.2385;5.36660268712544;2;SM8;90;GMM;19/10/2020;
BO;27.87;;787686.0733;5.89635316698458;1;BO7;90;GMM;19/10/2020;
SP;30.69;;226509.4744;5.35508637232494;3;SM9;90;GMM;19/10/2020;
SI;28.35;;637122.0691;5.80422264875235;1;SI7;90;GMM;19/10/2020;
ET;28.22;;674799.3632;5.82917466407883;1;ET7;90;GMM;19/10/2020;
SNC2;No Cq;;1;0;NA;neg2_ET90;90;GMM;25/11/2020;
BO;29.19;;10798;4.03334332313522;3;BO3;7;GMM;25/11/2020;
SP;30.53;;4583;3.66114985724479;1;SM1;7;GMM;25/11/2020;
SI;29.36;;9685;3.98609962505513;2;SI2;7;GMM;25/11/2020;
QNC2;No Cq;;1;0;NA;neg2_q;0;GMM;25/11/2020;
BO;30.58;;4438;3.64718729789599;2;BO2;7;GMM;25/11/2020;
CONTROL;29.61;;8254;3.9166644645414;1;TEM1;0;GMM;25/11/2020;
BO;30.05;;6229;3.79441833087414;3;BO9;90;GMM;25/11/2020;
CONTROL;28.65;;15252;4.18332679660163;2;TEM2;0;GMM;25/11/2020;
ET;29.12;;11292;4.05277086947488;2;ET5;30;GMM;25/11/2020;
SI;32.09;;1690;3.22788670461367;3;SI9;90;GMM;25/11/2020;
FI;29.93;;6726;3.82775686297862;1;FI7;90;GMM;25/11/2020;
BO;29.56;;8522;3.93054152986443;3;BO3;7;GMM;25/11/2020;
FI;29.66;;7994;3.90276414392409;3;FI3;7;GMM;25/11/2020;
SI;29.89;;6901;3.838912027406;3;SI3;7;GMM;25/11/2020;
FI;29.11;;11365;4.05556944006099;1;FI1;7;GMM;25/11/2020;
FI;29.57;;8468;3.92778084934737;3;FI3;7;GMM;25/11/2020;
SP;31.41;;2610;3.41664050733828;3;SM3;7;GMM;25/11/2020;
BO;31.14;;3102;3.49164179347759;1;BO4;30;GMM;25/11/2020;
SI;30.5;;4671;3.66940986728778;2;SI8;90;GMM;25/11/2020;
CONTROL;29.41;;9380;3.97220283837906;1;TEM1;0;GMM;25/11/2020;
CONTROL;29.22;;10593;4.02501897228276;3;TEM3;0;GMM;25/11/2020;
SP;31.96;;1836;3.26387267686522;2;SM5;30;GMM;25/11/2020;
BO;30.56;;4495;3.65272969606925;2;BO8;90;GMM;25/11/2020;
SP;30.81;;3831;3.58331215198308;1;SM1;7;GMM;25/11/2020;
SI;29.29;;10129;4.00556657113329;2;SI2;7;GMM;25/11/2020;
ET;29.25;;10391;4.0166573448222;2;ET2;7;GMM;25/11/2020;
ET;28.99;;12271;4.08887995610805;2;ET2;7;GMM;25/11/2020;
SI;30.11;;5995;3.77778918743487;1;SI1;7;GMM;25/11/2020;
SI;30.24;;5517;3.74170298395774;3;SI3;7;GMM;25/11/2020;
SP;32.17;;1605;3.20547503674089;1;SM4;30;GMM;25/11/2020;
SI;31.6;;2311;3.36379994547911;3;SI9;90;GMM;25/11/2020;
SP;31.46;;2528;3.40277706961035;2;SM5;30;GMM;25/11/2020;
SI;30.37;;5076;3.70552161342267;2;SI8;90;GMM;25/11/2020;
