Trt;Cq;delta_cq;DNA_copy;DNA_log10;rep_bio;ID;conservation_t;qPCR_mix;Date_stdcurve;Site
SP;30.11;;5995;3.77778918743487;2;SM2;7;GMM;25/11/2020;
FO;30.04;;6269;3.79719826983896;2;BO2;7;GMM;25/11/2020;
FI;29.5;;8856;3.94723760787067;2;FI8;90;GMM;25/11/2020;
SP;32.28;;1496;3.17493159352844;1;SM4;30;GMM;25/11/2020;
FO;29.63;;8149;3.91110431780404;3;BO9;90;GMM;25/11/2020;
ET;28.78;;14035;4.14721241697046;3;ET9;90;GMM;25/11/2020;
ET;28.64;;15350;4.18610837981321;1;ET4;30;GMM;25/11/2020;
SI;32;;1790;3.25285303097989;3;SI9;90;GMM;25/11/2020;
SI;29.38;;9562;3.98054873935977;2;SI2;7;GMM;25/11/2020;
SI;29.63;;8149;3.91110431780404;1;SI1;7;GMM;25/11/2020;
SP;29.88;;6945;3.84167225007363;2;SM2;7;GMM;25/11/2020;
FO;29.52;;8743;3.94166047838839;1;BO1;7;GMM;25/11/2020;
SP;30.93;;3548;3.54998361115969;3;SM3;7;GMM;25/11/2020;
FO;29.67;;7943;3.89998456254939;2;BO2;7;GMM;25/11/2020;
ET;28.41;;17783;4.2500050284869;3;ET9;90;GMM;25/11/2020;
SP;32.31;;1468;3.16672605558005;2;SM8;90;GMM;25/11/2020;
FI;29.37;;9624;3.98335561433179;3;FI9;90;GMM;25/11/2020;
FI;27.34;;35255;4.54722071901306;2;FI5;30;GMM;25/11/2020;
FI;27.22;;38068;4.58056006063942;3;FI6;30;GMM;25/11/2020;
FO;30.75;;3981;3.5999921775841;3;BO6;30;GMM;25/11/2020;
SP;31.47;;2512;3.40001963506516;3;SM6;30;GMM;25/11/2020;
SP;31.89;;1920;3.28330122870355;2;SM5;30;GMM;25/11/2020;
QNC2;No Cq;;0;0;NA;neg2_q;0;GMM;25/11/2020;
ET;29.75;;7547;3.8777743499914;2;ET8;90;GMM;25/11/2020;
SP;31.36;;2695;3.43055876952276;3;SM6;30;GMM;25/11/2020;
FO;31.49;;2480;3.39445168082622;2;BO5;30;GMM;25/11/2020;
SI;30.16;;5806;3.76387703149565;2;SI5;30;GMM;25/11/2020;
FI;29.56;;8522;3.93054152986443;1;FI4;30;GMM;25/11/2020;
FI;29.31;;10000;4;2;FI8;90;GMM;25/11/2020;
FI;28.11;;21544;4.33332634040345;2;FI5;30;GMM;25/11/2020;
ET;30.08;;6111;3.78611228371983;1;ET7;90;GMM;25/11/2020;
FE;29.13;;11220;4.04999285692014;2;TEM2;0;GMM;25/11/2020;
SP;32.96;;969;2.98632377705077;1;SM7;90;GMM;25/11/2020;
ET;29.37;;9624;3.98335561433179;2;ET5;30;GMM;25/11/2020;
SI;29.27;;10259;4.01110502981598;2;SI5;30;GMM;25/11/2020;
SI;29.97;;6556;3.81663894489846;3;SI6;30;GMM;25/11/2020;
FO;30.97;;3459;3.53895056201436;3;BO6;30;GMM;25/11/2020;
FO;30.86;;3711;3.56949095434878;3;BO6;30;GMM;25/11/2020;
FE;30.2;;5659;3.75273969393533;3;TEM3;0;GMM;25/11/2020;
SP;32.99;;950;2.97772360528885;3;SM9;90;GMM;25/11/2020;
FE;29.79;;7356;3.86664172056604;3;TEM3;0;GMM;25/11/2020;
FO;30.22;;5588;3.74725639744214;2;BO5;30;GMM;25/11/2020;
FI;27.99;;23263;4.36666572068616;2;FI5;30;GMM;25/11/2020;
SI;30.1;;6033;3.7805333253164;3;SI6;30;GMM;25/11/2020;
ET;29.52;;8743;3.94166047838839;3;ET6;30;GMM;25/11/2020;
FI;29.74;;7595;3.88052777819881;1;FI4;30;GMM;25/11/2020;
SI;30.07;;6150;3.78887511577542;2;SI5;30;GMM;25/11/2020;
FI;27.21;;38312;4.58333482403455;3;FI6;30;GMM;25/11/2020;
SP;32.49;;1308;3.11660774398825;2;SM8;90;GMM;25/11/2020;
FO;30.3;;5309;3.72501272534116;3;BO9;90;GMM;25/11/2020;
FI;29.78;;7404;3.86946641008087;2;FI8;90;GMM;25/11/2020;
SI;30.14;;5881;3.76945117940204;1;SI7;90;GMM;25/11/2020;
FO;29.34;;9810;3.99166900737995;1;BO7;90;GMM;25/11/2020;
SP;32.27;;1506;3.17782497186468;1;SM7;90;GMM;25/11/2020;
FI;29.67;;7943;3.89998456254939;1;FI4;30;GMM;25/11/2020;
ET;29.55;;8577;3.93333541007765;2;ET8;90;GMM;25/11/2020;
ET;29.69;;7842;3.89442683796419;1;ET7;90;GMM;25/11/2020;
FO;31.1;;3183;3.502836638621;2;BO5;30;GMM;25/11/2020;
SP;32.11;;1668;3.22219604630172;3;SM9;90;GMM;25/11/2020;
FO;30.55;;4524;3.65552259625342;2;BO8;90;GMM;25/11/2020;
SI;30.05;;6229;3.79441833087414;1;SI7;90;GMM;25/11/2020;
SI;30.39;;5012;3.70001106232211;3;SI6;30;GMM;25/11/2020;
SP;30.73;;4032;3.60552052343747;3;SM6;30;GMM;25/11/2020;
ET;28.99;;12271;4.08887995610805;3;ET6;30;GMM;25/11/2020;
SI;29.81;;7263;3.8611160441614;1;SI7;90;GMM;25/11/2020;
FO;30.5;;4671;3.66940986728778;2;BO8;90;GMM;25/11/2020;
ET;29.14;;11149;4.04723591545968;3;ET9;90;GMM;25/11/2020;
ET;29.34;;9810;3.99166900737995;3;ET6;30;GMM;25/11/2020;
ET;28.88;;13166;4.11945385075606;1;ET7;90;GMM;25/11/2020;
FI;29.74;;7595;3.88052777819881;1;FI7;90;GMM;25/11/2020;
SP;31.5;;2464;3.39164070349239;1;SM7;90;GMM;25/11/2020;
FI;28.71;;14678;4.16666688336361;1;FI7;90;GMM;25/11/2020;
PW_c;;;22365.035275;4.3495695874953;1;PW1_c;;GMM;;
PW_c;;;11472.97297125;4.05967597044776;1;PW1_c;;GMM;;
PW_c;;;9203.039575;3.96393128958792;2;PW2_c;;GMM;;
PW_c;;;6859.172345;3.83627171516963;1;PW1_c;;GMM;;
PW_c;;;11975.48170875;4.0782929917521;2;PW2_c;;GMM;;
PW_c;;;6295.60791375;3.79903767262337;3;PW3_c;;GMM;;
PWZ_c;;;11757.4805325;4.07031426833372;1;PWZ_1_c;;GMM;;
PW_c;;;15020.9446875;4.17669724689364;2;PW2_c;;GMM;;
PWZ_c;;;8925.517735;3.95063341726962;1;PWZ_1_c;;GMM;;
PWZ_c;;;13047.49185;4.11552703424939;2;PWZ_2_c;;GMM;;
PW_c;;;6986.35160125;3.84425043853613;3;PW3_c;;GMM;;
PWZ_c;;;10338.63503375;4.01446320447931;2;PWZ_2_c;;GMM;;
PWZ_c;;;14390.643875;4.15808022584096;2;PWZ_2_c;;GMM;;
PW_c;;;8344.07306125;3.92137809814604;3;PW3_c;;GMM;;
PWZ_c;;;10150.4309475;4.00648448108157;1;PWZ_1_c;;GMM;;
PWZ_c;;;1378.67914;3.13946320457947;3;PWZ_3_c;;GMM;;
PWZ_c;;;1587.20644125;3.2006334172809;3;PWZ_3_c;;GMM;;
PWZ_c;;;1656.72504875;3.21925043858301;3;PWZ_3_c;;GMM;;
FNC3;No Cq;;0;0;NA;neg3_F;;GMM;29/07/2020;
FNC3;No Cq;;0;0;NA;neg3_F;;GMM;29/07/2020;
FNC3;No Cq;;0;0;NA;neg3_F;;GMM;29/07/2020;
